,q_date,q_year,prop_year,state,entity,utility,county_1,region_CAISO,region_ERCOT,region_ISO-NE,region_MISO,region_NYISO,region_PJM,region_SPP,region_Southeast (non-ISO),region_West (non-ISO),total_mw,type1_Battery,type1_Biofuel,type1_Biogas,type1_Biomass,type1_Coal,type1_Diesel,type1_Flywheel,type1_Gas,type1_Geothermal,type1_Gravity Rail,type1_Hybrid,type1_Hydro,type1_Landfill,type1_Methane,type1_Nuclear,type1_Offshore Wind,type1_Oil,type1_Pumped Storage,type1_Solar,type1_Steam,type1_Waste Heat,type1_Wind,type1_Wood,ia_status_Facility Study,ia_status_Feasibility Study,ia_status_IA Executed,ia_status_Operational,ia_status_System Impact Study,ia_status_Withdrawn,Join_Count,Join_Count_1,Join_Count_12,TARGET_FID_12,Join_Count_12_13,TARGET_FID_12_13,name,power,substation,type,Lat,Long,POP_SQMI,LEGAL_NAME,votes_dem,votes_rep,votes_total,votes_per_sqkm,pct_dem_lead,solar_ann_ghi_rn,avg_wind_speed_meters_per_second,tokens.1
3364,3/30/2022,2022.0,2024.0,IN,MISO,"Duke Energy Indiana, LLC",tipton,0,0,0,1,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,7498,1,7498,Kokomo Highland Park Substation,substation,transmission,multipolygon,40.46630645,-86.14951065,187.5,Howard County,256.0,500.0,773.0,150.2,-31.6,4.0,3.8775051,kokomo
3366,4/29/2019,2019.0,2022.0,IN,MISO,"Duke Energy Indiana, LLC",howard,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,7484,1,7484,Greentown Substation,substation,transmission,multipolygon,40.47346664,-85.91533172,187.5,Howard County,127.0,472.0,609.0,9.1,-56.7,3.9,4.1240721,greentown
3367,10/14/2022,2022.0,2027.0,IN,MISO,Northern Indiana Public Service Company,white,0,0,0,1,0,0,0,0,0,200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,7503,1,7503,Reynolds Substation,substation,transmission,multipolygon,40.77125131,-86.86733451,187.5,White County,125.0,382.0,513.0,4.6,-50.1,3.9,3.8303955,reynolds
3368,3/12/2018,2018.0,2021.0,IN,MISO,Northern Indiana Public Service Company,kosciusko,0,0,0,1,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,3218,1,3218,Leesburg Substation,substation,transmission,multipolygon,41.33652752,-85.90103577,187.5,Kosciusko County,59.0,251.0,318.0,7.9,-60.4,3.9,3.7476192,leesburg
3371,6/25/2020,2020.0,2023.0,IN,MISO,"Duke Energy Indiana, LLC",knox,0,0,0,1,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,11353,1,11353,Wheatland Station,substation,transmission,multipolygon,38.67222499,-87.29176166,187.5,Knox County,72.0,322.0,398.0,3.9,-62.8,4.2,3.7172141,wheatland
3372,11/3/2022,2022.0,2026.0,IN,MISO,Northern Indiana Public Service Company,vermillion,0,0,0,1,0,0,0,0,0,250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,3269,1,3269,East Elkhart Substation,substation,transmission,multipolygon,41.70649874,-85.86300023,187.5,Elkhart County,153.0,374.0,535.0,28.9,-41.3,3.8,3.5336754,east
3376,10/19/2022,2022.0,2026.0,IN,MISO,Northern Indiana Public Service Company,laporte,0,0,0,1,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,3202,1,3202,Babcock Substation,substation,transmission,multipolygon,41.53427696,-87.10211733,187.5,Porter County,210.0,308.0,532.0,69.1,-18.4,3.9,4.1609602,babcock
3379,10/10/2022,2022.0,2025.0,IN,MISO,"Duke Energy Indiana, LLC",jefferson,0,0,0,1,0,0,0,0,0,200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2735,1,2735,Madison,substation,distribution,multipolygon,40.08697163,-85.64471443,187.5,Madison County,136.0,181.0,326.0,80.3,-13.8,4.0,3.7326076,madison
3380,3/12/2018,2018.0,2022.0,IN,MISO,Northern Indiana Public Service Company,jasper,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,7503,1,7503,Reynolds Substation,substation,transmission,multipolygon,40.77125131,-86.86733451,187.5,White County,125.0,382.0,513.0,4.6,-50.1,3.9,3.8303955,reynolds
3382,6/25/2020,2020.0,2023.0,IN,MISO,Northern Indiana Public Service Company,porter,0,0,0,1,0,0,0,0,0,75.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,3202,1,3202,Babcock Substation,substation,transmission,multipolygon,41.53427696,-87.10211733,187.5,Porter County,210.0,308.0,532.0,69.1,-18.4,3.9,4.1609602,babcock
3383,9/24/2022,2022.0,2025.0,IN,MISO,"Duke Energy Indiana, LLC",pike,0,0,0,1,0,0,0,0,0,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,11347,1,11347,Gibson Station,substation,generation,multipolygon,38.37449692,-87.76385083,187.5,Gibson County,146.0,619.0,774.0,4.5,-61.1,4.1,3.51947,gibson
3384,9/18/2007,2007.0,2013.0,IN,MISO,Northern Indiana Public Service Company,white,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,7503,1,7503,Reynolds Substation,substation,transmission,multipolygon,40.77125131,-86.86733451,187.5,White County,125.0,382.0,513.0,4.6,-50.1,3.9,3.8303955,reynolds
3385,5/16/2014,2014.0,2010.0,IN,MISO,Duke Energy Corporation,vigo,0,0,0,1,0,0,0,0,0,180.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,7499,1,7499,Wabash Substation,substation,transmission,multipolygon,40.78831512,-85.81764768,187.5,Wabash County,156.0,460.0,631.0,181.0,-48.2,3.9,3.6417146,wabash
3386,3/12/2018,2018.0,2021.0,IN,MISO,Indianapolis Power & Light Company,boone,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,11409,1,11409,Hortonville Substation,substation,transmission,multipolygon,40.09410123,-86.16640091,187.5,Hamilton County,134.0,362.0,507.0,14.6,-45.0,4.0,4.1215434,hortonville
3388,10/17/2022,2022.0,2025.0,IN,MISO,Indianapolis Power & Light Company,hamilton,0,0,0,1,0,0,0,0,0,400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,11410,1,11410,Noblesville Substation,substation,transmission,multipolygon,40.0984463,-85.972741,187.5,Hamilton County,129.0,417.0,555.0,49.5,-51.9,4.0,3.6720581,noblesville
3390,9/20/2022,2022.0,2025.0,IN,MISO,"Duke Energy Indiana, LLC",vigo,0,0,0,1,0,0,0,0,0,320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,7499,1,7499,Wabash Substation,substation,transmission,multipolygon,40.78831512,-85.81764768,187.5,Wabash County,156.0,460.0,631.0,181.0,-48.2,3.9,3.6417146,wabash
3394,12/7/2022,2022.0,2026.0,IN,MISO,Indianapolis Power & Light Company,daviess,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,11347,1,11347,Gibson Station,substation,generation,multipolygon,38.37449692,-87.76385083,187.5,Gibson County,146.0,619.0,774.0,4.5,-61.1,4.1,3.51947,gibson
3395,3/12/2018,2018.0,2020.0,IN,MISO,"Duke Energy Indiana, LLC",henry,0,0,0,1,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,2732,1,2732,Fall Creek Substation,substation,transmission,multipolygon,39.9918234,-85.59320304,187.5,Madison County,145.0,437.0,596.0,18.7,-49.0,4.0,4.2366424,fall
3397,6/16/2017,2017.0,2018.0,IN,MISO,Duke Energy Corporation,clinton,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,11460,1,11460,Thorntown Substation,substation,distribution,multipolygon,40.11337878,-86.61303686,187.5,Boone County,113.0,428.0,558.0,13.6,-56.5,4.0,4.2824817,thorntown
3399,3/12/2018,2018.0,2021.0,IN,MISO,Duke Energy Corporation,hancock,0,0,0,1,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,11465,1,11465,Greensboro Substation,substation,transmission,multipolygon,39.88196207,-85.4590707,187.5,Henry County,175.0,629.0,825.0,12.0,-55.0,4.0,4.0763555,greensboro
3401,6/25/2020,2020.0,2023.0,IN,MISO,Northern Indiana Public Service Company,white,0,0,0,1,0,0,0,0,0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,7503,1,7503,Reynolds Substation,substation,transmission,multipolygon,40.77125131,-86.86733451,187.5,White County,125.0,382.0,513.0,4.6,-50.1,3.9,3.8303955,reynolds
3402,1/15/2008,2008.0,2011.0,IN,MISO,Duke Energy Corporation,tipton,0,0,0,1,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,7498,1,7498,Kokomo Highland Park Substation,substation,transmission,multipolygon,40.46630645,-86.14951065,187.5,Howard County,256.0,500.0,773.0,150.2,-31.6,4.0,3.8775051,kokomo
3403,10/6/2022,2022.0,2026.0,IN,MISO,Northern Indiana Public Service Company,white,0,0,0,1,0,0,0,0,0,478.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,7503,1,7503,Reynolds Substation,substation,transmission,multipolygon,40.77125131,-86.86733451,187.5,White County,125.0,382.0,513.0,4.6,-50.1,3.9,3.8303955,reynolds
3405,6/16/2017,2017.0,2020.0,IN,MISO,Northern Indiana Public Service Company,pulaski,0,0,0,1,0,0,0,0,0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,7507,1,7507,Monticello Substation,substation,transmission,multipolygon,40.75270385,-86.7681712,187.5,White County,124.0,247.0,386.0,207.8,-31.9,3.9,3.6715965,monticello
3411,4/30/2008,2008.0,2009.0,IN,MISO,Duke Energy Corporation,boone,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,11398,1,11398,Whitestown Substation,substation,transmission,multipolygon,39.9824621,-86.30647805,187.5,Boone County,518.0,573.0,1126.0,311.8,-4.9,4.0,3.8981924,whitestown
3412,7/19/2022,2022.0,2023.0,IN,MISO,"Duke Energy Indiana, LLC",montgomery,0,0,0,1,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,7499,1,7499,Wabash Substation,substation,transmission,multipolygon,40.78831512,-85.81764768,187.5,Wabash County,156.0,460.0,631.0,181.0,-48.2,3.9,3.6417146,wabash
3413,9/26/2022,2022.0,2025.0,IN,MISO,"Duke Energy Indiana, LLC",howard,0,0,0,1,0,0,0,0,0,400.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,7498,1,7498,Kokomo Highland Park Substation,substation,transmission,multipolygon,40.46630645,-86.14951065,187.5,Howard County,256.0,500.0,773.0,150.2,-31.6,4.0,3.8775051,kokomo
3415,11/6/2012,2012.0,2015.0,IN,MISO,Duke Energy Corporation,shelby,0,0,0,1,0,0,0,0,0,1065.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2736,1,2736,Gwynneville Substation,substation,distribution,multipolygon,39.61319963,-85.65374547,187.5,Shelby County,136.0,427.0,574.0,8.2,-50.7,4.0,4.0311093,gwynneville
3416,7/13/2020,2020.0,2023.0,IN,MISO,Northern Indiana Public Service Company,white,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,7503,1,7503,Reynolds Substation,substation,transmission,multipolygon,40.77125131,-86.86733451,187.5,White County,125.0,382.0,513.0,4.6,-50.1,3.9,3.8303955,reynolds
3417,3/4/2021,2021.0,2023.0,IN,MISO,"Duke Energy Indiana, LLC",marion,0,0,0,1,0,0,0,0,0,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,7492,1,7492,Merom Station,substation,transmission,multipolygon,39.06565421,-87.51161135,187.5,Sullivan County,58.0,183.0,245.0,2.5,-51.0,4.1,3.8018429,merom
3419,11/18/2022,2022.0,2026.0,IN,MISO,"Southern Indiana Gas & Electric Company d/b/a Vectren Energy Delivery of Indiana, Inc.",gibson,0,0,0,1,0,0,0,0,0,900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,11346,1,11346,Francisco Substation,substation,transmission,multipolygon,38.32209956,-87.42374419,187.5,Gibson County,149.0,559.0,727.0,8.1,-56.4,4.2,3.727813,francisco
3420,12/29/2020,2020.0,2024.0,IN,MISO,"Duke Energy Indiana, LLC",bartholomew,0,0,0,1,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,11379,1,11379,Columbus Substation (345kV),substation,transmission,multipolygon,39.1739814,-85.86967075,187.5,Bartholomew County,192.0,397.0,602.0,16.7,-34.1,4.1,3.2845399,columbus
3421,12/15/2020,2020.0,2023.0,IN,MISO,Indianapolis Power & Light Company,shelby,0,0,0,1,0,0,0,0,0,309.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,2736,1,2736,Gwynneville Substation,substation,distribution,multipolygon,39.61319963,-85.65374547,187.5,Shelby County,136.0,427.0,574.0,8.2,-50.7,4.0,4.0311093,gwynneville
3422,9/23/2022,2022.0,2025.0,IN,MISO,Northern Indiana Public Service Company,kosciusko,0,0,0,1,0,0,0,0,0,700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,3218,1,3218,Leesburg Substation,substation,transmission,multipolygon,41.33652752,-85.90103577,187.5,Kosciusko County,59.0,251.0,318.0,7.9,-60.4,3.9,3.7476192,leesburg
3424,11/21/2022,2022.0,2027.0,IN,MISO,"Hoosier Energy REC, Inc.",sullivan,0,0,0,1,0,0,0,0,0,200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,7492,1,7492,Merom Station,substation,transmission,multipolygon,39.06565421,-87.51161135,187.5,Sullivan County,58.0,183.0,245.0,2.5,-51.0,4.1,3.8018429,merom
3425,4/29/2019,2019.0,2023.0,IN,MISO,"Duke Energy Indiana, LLC",madison,0,0,0,1,0,0,0,0,0,150.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2735,1,2735,Madison,substation,distribution,multipolygon,40.08697163,-85.64471443,187.5,Madison County,136.0,181.0,326.0,80.3,-13.8,4.0,3.7326076,madison
3428,4/29/2019,2019.0,2021.0,IN,MISO,"Duke Energy Indiana, LLC",gibson,0,0,0,1,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,32423,1,32423,Oakland City Substation,substation,transmission,multipolygon,38.34926886,-87.33900453,187.5,Gibson County,182.0,517.0,712.0,8.5,-47.1,4.2,3.6448269,oakland
3429,2/1/2021,2021.0,2023.0,IN,MISO,"Duke Energy Indiana, LLC",shelby,0,0,0,1,0,0,0,0,0,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2736,1,2736,Gwynneville Substation,substation,distribution,multipolygon,39.61319963,-85.65374547,187.5,Shelby County,136.0,427.0,574.0,8.2,-50.7,4.0,4.0311093,gwynneville
3430,1/6/2021,2021.0,2023.0,IN,MISO,"Duke Energy Indiana, LLC",johnson,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,11379,1,11379,Columbus Substation (345kV),substation,transmission,multipolygon,39.1739814,-85.86967075,187.5,Bartholomew County,192.0,397.0,602.0,16.7,-34.1,4.1,3.2845399,columbus
3431,3/12/2018,2018.0,2021.0,IN,MISO,"Southern Indiana Gas & Electric Company d/b/a Vectren Energy Delivery of Indiana, Inc.",gibson,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,11346,1,11346,Francisco Substation,substation,transmission,multipolygon,38.32209956,-87.42374419,187.5,Gibson County,149.0,559.0,727.0,8.1,-56.4,4.2,3.727813,francisco
3432,7/17/2020,2020.0,2023.0,IN,MISO,Northern Indiana Public Service Company,porter,0,0,0,1,0,0,0,0,0,294.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,3202,1,3202,Babcock Substation,substation,transmission,multipolygon,41.53427696,-87.10211733,187.5,Porter County,210.0,308.0,532.0,69.1,-18.4,3.9,4.1609602,babcock
3433,10/10/2022,2022.0,2026.0,IN,MISO,"Duke Energy Indiana, LLC",clinton,0,0,0,1,0,0,0,0,0,170.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,11460,1,11460,Thorntown Substation,substation,distribution,multipolygon,40.11337878,-86.61303686,187.5,Boone County,113.0,428.0,558.0,13.6,-56.5,4.0,4.2824817,thorntown
3435,4/29/2019,2019.0,2022.0,IN,MISO,"Duke Energy Indiana, LLC",vermillion,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,17854,1,17854,Sugar Creek Substation,substation,distribution,multipolygon,39.65401998,-85.89574667,187.5,Shelby County,134.0,440.0,594.0,16.2,-51.5,4.0,3.7406001,sugar
3439,4/29/2019,2019.0,2022.0,IN,MISO,Northern Indiana Public Service Company,white,0,0,0,1,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,7507,1,7507,Monticello Substation,substation,transmission,multipolygon,40.75270385,-86.7681712,187.5,White County,124.0,247.0,386.0,207.8,-31.9,3.9,3.6715965,monticello
3441,6/25/2020,2020.0,2022.0,IN,MISO,Indianapolis Power & Light Company,marion,0,0,0,1,0,0,0,0,0,200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,7771,1,7771,IPL Substation,substation,industrial,multipolygon,39.72593722,-86.31169246,187.5,Marion County,214.0,262.0,481.0,66.5,-10.0,4.0,3.5189614,ipl
3442,4/29/2019,2019.0,2023.0,IN,MISO,Northern Indiana Public Service Company,porter,0,0,0,1,0,0,0,0,0,250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,3280,1,3280,Lake George Substation,substation,transmission,multipolygon,41.53776624,-87.28252544,187.5,Lake County,373.0,342.0,736.0,107.5,4.2,3.9,3.4980657,lake
3445,6/25/2020,2020.0,2023.0,IN,MISO,Hoosier Energy REC Inc,sullivan,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,7492,1,7492,Merom Station,substation,transmission,multipolygon,39.06565421,-87.51161135,187.5,Sullivan County,58.0,183.0,245.0,2.5,-51.0,4.1,3.8018429,merom
3446,10/6/2022,2022.0,2026.0,IN,MISO,Northern Indiana Public Service Company,white,0,0,0,1,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,7503,1,7503,Reynolds Substation,substation,transmission,multipolygon,40.77125131,-86.86733451,187.5,White County,125.0,382.0,513.0,4.6,-50.1,3.9,3.8303955,reynolds
3450,10/10/2022,2022.0,2026.0,IN,MISO,Indianapolis Power & Light Company,marion,0,0,0,1,0,0,0,0,0,150.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1499,1,1499,Hanna Substation,substation,transmission,multipolygon,39.71391907,-86.05245919,187.5,Marion County,448.0,563.0,1030.0,187.4,-11.2,4.0,3.9392917,hanna
3451,6/16/2017,2017.0,2020.0,IN,MISO,Duke Energy Corporation,henry,0,0,0,1,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,11465,1,11465,Greensboro Substation,substation,transmission,multipolygon,39.88196207,-85.4590707,187.5,Henry County,175.0,629.0,825.0,12.0,-55.0,4.0,4.0763555,greensboro
3455,6/25/2020,2020.0,2023.0,IN,MISO,"Hoosier Energy REC, Inc.",sullivan,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,7492,1,7492,Merom Station,substation,transmission,multipolygon,39.06565421,-87.51161135,187.5,Sullivan County,58.0,183.0,245.0,2.5,-51.0,4.1,3.8018429,merom
3456,5/9/2016,2016.0,2018.0,IN,MISO,Duke Energy Corporation,clinton,0,0,0,1,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,11458,1,11458,Frankfort Substation,substation,distribution,multipolygon,40.29987053,-86.57584995,187.5,Clinton County,107.0,420.0,534.0,6.7,-58.6,4.0,4.2097974,frankfort
3457,6/16/2017,2017.0,2020.0,IN,MISO,Duke Energy Corporation,gibson,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,11347,1,11347,Gibson Station,substation,generation,multipolygon,38.37449692,-87.76385083,187.5,Gibson County,146.0,619.0,774.0,4.5,-61.1,4.1,3.51947,gibson
3459,10/7/2022,2022.0,2026.0,IN,MISO,Northern Indiana Public Service Company,porter,0,0,0,1,0,0,0,0,0,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,4789,1,4789,South Nashville Substation,substation,industrial,multipolygon,41.11935064,-85.34726985,187.5,Whitley County,121.0,410.0,544.0,10.8,-53.1,3.9,3.8469038,south
3460,10/19/2022,2022.0,2025.0,IN,MISO,"Duke Energy Indiana, LLC",sullivan,0,0,0,1,0,0,0,0,0,642.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,7492,1,7492,Merom Station,substation,transmission,multipolygon,39.06565421,-87.51161135,187.5,Sullivan County,58.0,183.0,245.0,2.5,-51.0,4.1,3.8018429,merom
3461,3/12/2018,2018.0,2021.0,IN,MISO,Duke Energy,carroll,0,0,0,1,0,0,0,0,0,125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,54139,1,54139,Springboro Station,substation,distribution,multipolygon,40.59697099,-86.77499877,187.5,White County,311.0,712.0,1042.0,13.7,-38.5,3.9,3.6145306,springboro
3463,10/20/2022,2022.0,2027.0,IN,MISO,"Duke Energy Indiana, LLC",johnson,0,0,0,1,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,24848,1,24848,Trafalgar Stubstation,substation,distribution,multipolygon,39.43182165,-86.1508735,187.5,Johnson County,44.0,265.0,312.0,9.7,-70.8,4.1,3.9127915,trafalgar
3464,6/25/2020,2020.0,2022.0,IN,MISO,"Duke Energy Indiana, LLC",henry,0,0,0,1,0,0,0,0,0,30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,11465,1,11465,Greensboro Substation,substation,transmission,multipolygon,39.88196207,-85.4590707,187.5,Henry County,175.0,629.0,825.0,12.0,-55.0,4.0,4.0763555,greensboro
3469,4/29/2019,2019.0,2023.0,IN,MISO,"Duke Energy Indiana, LLC",knox,0,0,0,1,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,7492,1,7492,Merom Station,substation,transmission,multipolygon,39.06565421,-87.51161135,187.5,Sullivan County,58.0,183.0,245.0,2.5,-51.0,4.1,3.8018429,merom
3470,7/27/2020,2020.0,2023.0,IN,MISO,"Duke Energy Indiana, LLC",washington,0,0,0,1,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,49710,1,49710,Mount Tabor Substation,substation,distribution,multipolygon,39.12789711,-85.96481797,187.5,Bartholomew County,85.0,403.0,495.0,9.6,-64.2,4.1,3.0261805,mount
3471,10/6/2022,2022.0,2026.0,IN,MISO,Northern Indiana Public Service Company,white,0,0,0,1,0,0,0,0,0,400.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,7503,1,7503,Reynolds Substation,substation,transmission,multipolygon,40.77125131,-86.86733451,187.5,White County,125.0,382.0,513.0,4.6,-50.1,3.9,3.8303955,reynolds
